Ticker,Year,ESG Score,E Score,S Score,G Score,ESG Grade,E Grade,S Grade,G Grade,Company Name,Accumulated Other Comprehensive Income (Loss),Assets - Other,Accum Other Comp Inc - Other Adjustments,Accum Other Comp Inc - Unreal G/L Ret Int in Sec Assets,Assets and Liabilities - Other - Net Change,Accounts Payable - Trade,Assets - Total,Book Value Per Share,Capital Surplus/Share Premium Reserve,Capital Expenditures,Common/Ordinary Equity - Total,Common Equity - Liquidation Value,Common Equity - Tangible,Cash and Short-Term Investments,Cash and Cash Equivalents - Increase/(Decrease),Comprehensive Income - Total,Comp Inc - Beginning Net Income,Comprehensive Income - Noncontrolling Interest,Comp Inc - Other Adj,Comp Inc - Minimum Pension Adj,Comprehensive Income - Parent,Cost of Goods Sold,Common Shares Used to Calc Earnings Per Share - Fully Diluted,Common Shares Issued,Common Shares Outstanding,Common Shares Used to Calculate Earnings Per Share - Basic,Common/Ordinary Shareholders,Common/Ordinary Stock (Capital),Common Stock-Carrying Value,Common Stock Equivalents - Dollar Savings,Dilution Adjustment,Dilution Available - Excluding Extraordinary Items,Debt in Current Liabilities - Total,Long-Term Debt - Issuance,Long-Term Debt - Reduction,Long-Term Debt - Total,Discontinued Operations,Cash Dividends (Cash Flow),Dividends Common/Ordinary,Dividends - Preferred/Preference,Dividends - Total,Earnings Before Interest and Taxes,Employees,Earnings Per Share (Diluted) - Including Extraordinary Items,Earnings Per Share (Diluted) - Excluding Extraordinary Items,Earnings Per Share (Basic) - Including Extraordinary Items,Earnings Per Share (Basic) - Excluding Extraordinary Items,Common ESOP Obligation - Total,Preferred ESOP Obligation - Total,Exchange Rate Effect,Financing Activities - Other,Financing Activities - Net Cash Flow,Funds from Operations - Other,Gross Profit (Loss),Income Before Extraordinary Items,Income Before Extraordinary Items - Adjusted for Common Stock Equivalents,Income Before Extraordinary Items (Cash Flow),Income Before Extraordinary Items - Available for Common,Invested Capital - Total,Investing Activities - Other,Investing Activities - Net Cash Flow,Liabilities - Other - Total,Liabilities and Stockholders Equity - Total,Liabilities - Total,Noncontrolling Interest (Balance Sheet),Net Income (Loss),Net Income Adjusted for Common/Ordinary Stock (Capital) Equivalents,Nonoperating Income (Expense),Notes Payable - Short-Term Borrowings,Operating Activities - Net Cash Flow,Operating Income After Depreciation,Earnings Per Share from Operations,Earnings Per Share - Diluted - from Operations,Pretax Income,Nonred Pfd Shares Outs (000),Redeem Pfd Shares Outs (000),Preferred/Preference Stock (Capital) - Total,Preferred Stock - Liquidating Value,Preferred/Preference Stock - Nonredeemable,Preferred/Preference Stock - Redeemable,Preferred Stock - Redemption Value,Retained Earnings,Receivables - Total,Revenue - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Special Items,Stock Compensation Expense,Stockholders Equity - Total,Treasury Stock - Total (All Capital),Treasury Stock - Common,Treasury Stock - Number of Common Shares,Treasury Stock - Preferrred,Excess Tax Benefit of Stock Options - Cash Flow Financing,Net Deferred Tax Asset (Liab) - Total,Income Taxes Paid,Income Taxes - Total,Extraordinary Items and Discontinued Operations,Extraordinary Items and Discontinued Operations (Cash Flow),Operating Expenses - Total,Stock Exchange Code,North America Industrial Classification System - Historical,Standard Industrial Classification - Historical,Common Shares Traded - Annual - Calendar,Dividends per Share - Pay Date - Calendar,Dividends per Share - Ex-Date - Calendar,Price Close - Annual - Calendar,Price High - Annual - Calendar,Price Low - Annual - Calendar,Cumulative Adjustment Factor by Ex-Date - Calendar,Common Shares Traded - Annual - Fiscal,Dividends per Share - Pay Date - Fiscal,Dividends per Share - Ex-Date - Fiscal,Price Close - Annual - Fiscal,Price High - Annual - Fiscal,Price Low - Annual - Fiscal,GIC Groups,GIC Industries,GIC Sectors,GIC Sub-Industries,North American Industry Classification Code
NOW,2017,26.59624533,0,34.88705564,27.43581004,C-,D-,C,C-,SERVICENOW INC,-0.889,129.33,0,0,223.761,32.109,3397.904,3.3518,1731.367,150.51,584.132,584.132,368.488,1780.599,325.897,-128.886,-149.13,0,0,0,-128.886,390.588,171.176,174.276,174.276,171.176,0.011,0.174,0.001,0,0,-149.13,543.418,772.127,4.918,630.018,0,0,0,0,0,-98.993,6.222,-0.87,-0.87,-0.87,-0.87,0,0,28.128,-73.946,538.892,393.173,1542.438,-149.13,-149.13,-149.13,-149.13,1214.15,-6.67,-883.948,83.123,3397.904,2813.772,0,-149.13,-149.13,5.804,0,642.825,-98.993,-0.86,-0.86,-149.004,0,0,0,0,0,0,0,-1147.409,434.895,1933.026,1933.026,584.132,-2.421,394.078,584.132,0,0,0,0,0,10.586,7.899,0.126,0,0,1918.144,11,511210,7372,398119916,0,0,130.39,131.26,74.63,1,398119916,0,0,130.39,131.26,74.63,4510,451030,45,45103020,7372
NOW,2018,31.24013774,0,37.64937581,35.09311295,C-,D-,C,C,SERVICENOW INC,-4.035,341.348,0,0,286.902,30.733,3879.14,6.1673,2093.834,224.462,1111.199,1111.199,861.772,1500.256,-159.291,-29.272,-26.704,0,0,0,-29.272,479.29,177.846,180.175,180.175,177.846,0.01,0.18,0.001,0,0,-26.704,0,0,430.578,661.707,0,0,0,0,0,-41.419,8.154,-0.15,-0.15,-0.15,-0.15,0,0,-15.53,0,-607.428,404.781,2129.526,-26.704,-26.704,-26.704,-26.704,1772.906,-24.4,-347.422,93.661,3879.14,2767.941,0,-26.704,-26.704,60.198,0,811.089,-41.419,-0.26,-0.26,-39.024,0,0,0,0,0,0,0,-982.815,574.81,2608.816,2608.816,1111.199,-5.07,543.953,1111.199,0,0,0,0,0,18.654,17.507,-12.32,0,0,2500.631,11,511210,7372,496146670,0,0,178.05,206.295,130.14,1,496146670,0,0,178.05,206.295,130.14,4510,451030,45,45103020,7372
NOW,2019,35.75516138,12.21389929,41.63262586,37.75639003,C,D,C,C,SERVICENOW INC,25.255,988.678,0,0,338.189,52.96,6022.43,11.2316,2454.741,264.892,2127.941,2127.941,1827.335,1693.308,209.453,655.988,626.698,0,0,0,655.988,604.612,197.223,189.461,189.461,186.466,0.007,0.189,0.001,0,0,626.698,52.668,0,0.009,1078.202,0,0,0,0,0,42.748,10.371,3.18,3.18,3.36,3.36,0,0,-0.186,0,-301.856,653.274,2855.825,626.698,626.698,626.698,626.698,3206.143,-49.254,-724.477,59.333,6022.43,3894.489,0,626.698,626.698,58.345,0,1235.972,42.748,0.28,0.27,67.185,0,0,0,0,0,0,0,-326.989,846.279,3460.437,3460.437,2127.941,-0.625,662.195,2127.941,0,0,0,0,0,595.464,20.471,-559.513,0,0,3215.216,11,511210,7372,533812106,0,0,282.32,303.17,168.47,1,533812106,0,0,282.32,303.17,168.47,4510,451030,45,45103020,7372
NOW,2020,52.76204788,48.22524851,66.36743983,42.40733352,B-,C+,B,C+,SERVICENOW INC,94.229,1189.219,0,0,432.905,34.236,8715.057,14.4732,2973.797,419.327,2834.481,2834.481,2440.35,3094.672,901.439,187.477,118.503,0,0,0,187.477,726.05,202.478,195.844,195.844,193.096,0.009,0.196,0.001,0,0,118.503,72.236,1481.633,1627.69,2062.932,0,0,0,0,0,213.406,13.096,0.59,0.59,0.61,0.61,0,0,25.065,1105.542,596.647,832.613,3793.434,118.503,118.503,118.503,118.503,4897.413,-11.862,-1506.872,73.304,8715.057,5880.576,0,118.503,118.503,29.682,0,1786.599,213.406,0.86,0.82,149.185,0,0,0,0,0,0,0,-139.512,1022.415,4519.484,4519.484,2834.481,-61.157,870.453,2834.481,0,0,0,0,0,665.915,39.212,30.682,0,0,4035.078,11,511210,7372,465002188,0,0,550.43,566.74,238.93,1,465002188,0,0,550.43,566.74,238.93,4510,451030,45,45103020,7372
NOW,2021,50.94088091,49.47455387,66.24066871,38.20596175,B-,C+,B,C,SERVICENOW INC,34,1428,0,0,459,89,10798,18.5113,3665,392,3695,3695,2631,3308,53,170,230,0,0,0,170,977,203.167,199.608,199.608,198.094,0.012,0,0.001,0,0,230,174,0,61,2040,0,0,0,0,0,275,16.881,1.13,1.13,1.16,1.16,0,0,-25,0,-506,1164,4919,230,230,230,230,5735,7,-1607,105,10798,7103,0,230,230,23,0,2191,275,1.24,1.21,249,0,0,0,0,0,0,0,30,1402,5896,5896,3695,-21,1131,3695,0,0,0,0,0,683,36,19,0,0,5233,11,511210,7372,330072535,0,0,649.11,707.6,448.27,1,330072535,0,0,649.11,707.6,448.27,4510,451030,45,45103020,7372
FSLR,2014,48.72442539,39.71342383,62.17948718,48.1728444,C+,C,B,C+,FIRST SOLAR INC,50.14,1599.953,0,0,-362.135,214.656,6724.439,50.13,2697.558,257.549,5027.487,5027.487,4823.266,2065.781,156.982,472.834,396.918,0,0,0,472.834,2317.109,101.643,100.289,100.289,100.048,0.02,0.1,0.001,0,0,396.918,51.918,65.563,60.063,165.003,0,0,0,0,0,424.163,6.06,3.91,3.91,3.97,3.97,0,0,-19.487,-29.307,7.359,33.373,1074.705,396.918,396.918,396.918,396.918,5192.49,-125.918,-511.879,530.853,6724.439,1696.952,0,396.918,396.918,19.976,0,680.989,424.163,3.75,3.7,427.042,0,0,0,0,0,0,0,2329.829,224.892,3391.814,3391.814,5027.487,-7.1,43.81,5027.487,0,0,0,0,31.166,305.228,17.045,30.124,0,0,2720.051,14,334413,3674,841657012,0,0,44.595,74.84,40.54,1,841657012,0,0,44.595,74.84,40.54,4530,453010,45,45301020,3674
FSLR,2015,50.75458142,37.89693762,57.5,59.93024286,B-,C,B-,B,FIRST SOLAR INC,15.48,1963.47,0,0,-925.427,337.668,7316.331,54.5215,2742.795,166.438,5548.487,5548.487,5353.5,1902.806,-355.228,511.761,546.421,0,0,0,511.761,2401.928,101.815,101.767,101.767,100.886,0.051,0.102,0.001,0,0,546.421,43.367,190.745,50.78,288.031,0,0,0,0,0,516.664,6.35,5.37,5.37,5.42,5.42,0,0,-19.272,-20.569,137.103,38.262,1177.067,546.421,546.421,546.421,546.421,5836.518,43.133,-112.14,509.762,7316.331,1767.844,0,546.421,546.421,42.968,0,-360.919,516.664,5,4.96,540.265,0,0,0,0,0,0,0,2805.59,561.076,3578.995,3578.995,5548.487,0,44.899,5548.487,0,0,0,0,17.707,348.442,30.8,-6.156,0,0,2804.531,14,334413,3674,596809094,0,0,65.99,67.8,39.18,1,596809094,0,0,65.99,67.8,39.18,4530,453010,45,45301020,3674
FSLR,2016,65.64305099,69.02573529,75.02042484,54.30744304,B,B+,A-,B-,FIRST SOLAR INC,-9.907,1591.705,0,0,-670.088,148.73,6867.213,50.1051,2759.211,229.452,5212.687,5212.687,5110.255,1992.3,208.574,-383.351,-357.964,0,0,0,-383.351,2014.349,102.866,104.035,104.035,102.866,0.049,0.104,0.001,0,0,-357.964,33.185,576.816,692.643,193.736,0,0,0,0,0,316.202,5.4,-3.48,-3.48,-3.48,-3.48,0,0,-6.306,-0.159,-136.393,886.484,936.979,-357.964,-357.964,-357.964,-357.964,5406.423,92.947,144.52,543.882,6867.213,1654.526,0,-357.964,-357.964,111.802,0,206.753,316.202,0.95,0.95,-299.745,0,0,0,0,0,0,0,2453.372,509.525,2951.328,2951.328,5212.687,-701.592,28.712,5212.687,0,0,0,0,0,235.454,1.9,58.219,0,0,2402.126,14,334413,3674,698374972,0,0,32.09,74.29,28.6,1,698374972,0,0,32.09,74.29,28.6,4530,453010,45,45301020,3674
FSLR,2017,68.72781102,73.4513036,86.93834901,48.80608903,B+,B+,A,C+,FIRST SOLAR INC,2.259,1082.573,0,0,867.568,120.22,6864.501,48.8063,2799.107,514.357,5098.697,5098.697,5004.008,3000.033,914.786,-153.449,-165.615,0,0,0,-153.449,2272.877,104.328,104.468,104.468,104.328,0.048,0.104,0.001,0,0,-165.615,18.236,215.415,29.296,410.287,0,0,0,0,0,215.032,4.1,-1.59,-1.59,-1.59,-1.59,0,0,8.866,11.063,192.045,32.798,668.447,-165.615,-165.615,-165.615,-165.615,5508.984,-114.905,-626.802,704.397,6864.501,1765.804,0,-165.615,-165.615,82.987,0,1340.677,215.032,2.36,2.36,206.381,0,0,0,0,0,0,0,2299.486,419.048,2941.324,2941.324,5098.697,-64.181,35.121,5098.697,0,0,0,0,0,50.573,1.2,371.996,0,0,2606.792,14,334413,3674,683356574,0,0,67.52,71.8,25.5588,1,683356574,0,0,67.52,71.8,25.5588,4530,453010,45,45301020,3674
FSLR,2018,71.75652717,73.21266673,84.74910394,59.71217426,B+,B+,A,B,FIRST SOLAR INC,-54.466,1047.398,0,0,133.184,233.287,7121.362,49.6964,2825.211,739.838,5212.403,5212.403,5123.779,2566.937,-767.853,87.601,144.326,0,0,0,87.601,1717.567,106.113,104.885,104.885,104.745,0.048,0.105,0.001,0,0,144.326,5.57,290.925,18.937,461.221,0,0,0,0,0,40.113,6.4,1.36,1.36,1.38,1.38,0,0,-13.558,-5.585,255.228,-187.785,526.477,144.326,144.326,144.326,144.326,5673.624,-239.2,-682.714,589.24,7121.362,1908.959,0,144.326,144.326,144.706,0,-326.809,40.113,1.33,1.31,147.767,0,0,0,0,0,0,0,2387.087,612.775,2244.044,2244.044,5212.403,-5.3,34.154,5212.403,0,0,0,0,0,64.641,58.8,3.441,0,0,2069.631,14,334413,3674,470263872,0,0,42.455,81.72,36.51,1,470263872,0,0,42.455,81.72,36.51,4530,453010,45,45301020,3674
FSLR,2019,76.35306026,73.22440475,89.20454545,69.61768168,A-,B+,A,B+,FIRST SOLAR INC,-79.334,1008.455,0,0,382.401,218.081,7515.689,48.334,2849.376,668.717,5096.767,5096.767,5017.762,2177.944,-116.113,-139.801,-114.933,0,0,0,-139.801,2308.605,105.31,105.449,105.449,105.31,0.046,0.105,0.001,0,0,-114.933,28.612,120.132,30.099,566.702,0,0,0,0,0,201.215,6.6,-1.09,-1.09,-1.09,-1.09,0,0,-2.959,0.999,74.943,-41.366,754.512,-114.933,-114.933,-114.933,-114.933,5663.469,306.419,-362.298,527.519,7515.689,2418.922,0,-114.933,-114.933,71.028,0,174.201,201.215,1.49,1.49,-120.413,0,0,0,0,0,0,0,2247.286,712.293,3063.117,3063.117,5096.767,-363,37.429,5096.767,0,0,0,0,0,124.278,34.7,-5.48,0,0,2656.602,14,334413,3674,322541667,0,0,55.96,69.235,41.41,1,322541667,0,0,55.96,69.235,41.41,4530,453010,45,45301020,3674
FSLR,2020,72.40042563,67.44568466,84.54772966,68.29795551,B+,B+,A,B+,FIRST SOLAR INC,-61.726,1113.494,0,0,-762.206,183.349,7108.931,52.0941,2866.786,416.635,5520.928,5520.928,5450.328,1748.813,-172.916,415.963,398.355,0,0,0,415.963,1768.859,106.686,105.98,105.98,105.867,0.047,0.106,0.001,0,0,398.355,55.546,156.679,225.344,426.725,0,0,0,0,0,355.989,5.1,3.73,3.73,3.76,3.76,0,0,3.778,-0.804,-82.587,-69.85,942.473,398.355,398.355,398.355,398.355,5947.653,285.408,-131.227,290.209,7108.931,1588.003,0,398.355,398.355,-0.594,0,37.12,355.989,3.2,3.18,291.061,0,0,0,0,0,0,0,2654.036,294.283,2711.332,2711.332,5520.928,-38.5,29.267,5520.928,0,0,0,0,0,80.428,22.2,-107.294,0,0,2126.043,14,334413,3674,523969288,0,0,98.92,109.09,28.47,1,523969288,0,0,98.92,109.09,28.47,4530,453010,45,45301020,3674
BR,2014,34.83950832,19.04761905,35.97826087,44.4387581,C,D+,C,C+,BROADRIDGE FINANCIAL SOLUTNS,10.3,211.8,0,0,5.3,116.3,2192.1,8.0477,810.7,40.3,961.7,961.7,-24.4,347.6,81.6,269.1,263,0,0,-0.7,269.1,1692,124.1,154.5,119.5,119.6,13.489,1.6,0.01,0,0,263,0,399.5,400,524.1,0,96.7,100.4,0,100.4,417.3,6.7,2.12,2.12,2.2,2.2,0,0,3.1,-4.3,-158.9,14.5,866,263,263,263,263,1485.8,-13.1,-150.3,159.5,2192.1,1230.4,0,263,263,-1.4,0,387.7,417.3,2.19,2.11,395.5,0,0,0,0,0,0,0,984.2,424.8,2558,2558,961.7,3.3,34.6,961.7,834.8,834.8,35,0,22.8,-43.2,150.3,132.5,0,0,2071.3,11,541512,7373,152347497,0.9,0.96,46.18,46.78,34.94,1,163343646,0.81,0.84,41.64,42.315,26.65,2020,202020,20,20202030,7373
BR,2015,37.81528936,19.04761905,32.53623188,57.69812092,C,D+,C-,B-,BROADRIDGE FINANCIAL SOLUTNS,-20.9,209.9,0,0,36.7,115.9,2368.1,7.8494,855.5,50.3,927.8,927.8,-238.4,324.2,-23.5,255.9,287.1,0,0,-1.1,255.9,1753.6,124,154.5,118.2,119.9,12.83,1.6,0.01,0,0,287.1,0,320,155,689.4,0,122.3,129,0,129,472.6,7.4,2.32,2.32,2.39,2.39,0,0,-20.2,-1.9,-158.3,6.9,940.6,287.1,287.1,287.1,287.1,1617.2,-15.7,-276.4,180.3,2368.1,1440.3,0,287.1,287.1,-4.9,0,431.4,472.6,2.41,2.33,438.9,0,0,0,0,0,0,0,1111.1,444.5,2694.2,2694.2,927.8,-3.4,38.6,927.8,1040.4,1040.4,36.3,0,40.5,-43.3,111.5,151.8,0,0,2147,11,541512,7373,171815652,1.11,1.14,53.73,60.105,44.64,1,148526728,1.02,1.08,50.01,55.78,38.28,2020,202020,20,20202030,7373
BR,2016,36.66926672,9.523809524,42.04347826,48.80403868,C,D,C+,C+,BROADRIDGE FINANCIAL SOLUTNS,-38.2,220.4,0,0,13.2,133.2,2879.8,8.8377,901.2,57.7,1045.5,1045.5,-164.1,727.8,403.7,290.2,307.5,0,0,-1.3,290.2,1891.4,121.6,154.5,118.3,118.3,12.305,1.6,0.01,0,0,307.5,124.9,808,475,897.6,0,138.2,141.7,0,141.7,495.4,8,2.53,2.53,2.6,2.6,0,0,-5.7,-12.5,108.6,17.2,1005.6,307.5,307.5,307.5,307.5,1943.1,-21.2,-136.9,182.1,2879.8,1834.3,0,307.5,307.5,-3,0,437.7,495.4,2.6,2.53,468.9,0,0,0,0,0,0,0,1259.6,453.4,2897,2897,1045.5,4.9,43.1,1045.5,1116.9,1116.9,36.2,0,21.3,-41.6,122.4,161.4,0,0,2317.2,11,541512,7373,179216468,1.23,1.26,66.3,71.74,48.56,1,196150215,1.17,1.2,65.2,66.05,48.56,2020,202020,20,20202030,7373
BR,2017,43.81479932,6.715686275,34.85332858,81.2349466,C+,D-,C,A-,BROADRIDGE FINANCIAL SOLUTNS,-55.8,253,0,0,69.1,167.2,3149.8,8.6163,987.6,85.4,1003.8,1003.8,-641.9,271.2,-456.7,309.2,326.8,0,0,-1.6,309.2,2968.4,120.8,154.5,116.5,118,11.729,1.6,0.01,0,0,326.8,0,500,415,1102.1,0,152.2,155.2,0,155.2,531,10,2.7,2.7,2.77,2.77,0,0,-1.6,-3.2,-311.7,6,1174.2,326.8,326.8,326.8,326.8,2105.9,-119.2,-659.3,217,3149.8,2146,0,326.8,326.8,-8.1,0,515.9,531,2.79,2.73,488.1,0,0,0,0,0,0,0,1413.5,589.5,4142.6,4142.6,1003.8,9.9,46.1,1003.8,1398.9,1398.9,38,0,40.6,-54,113.4,161.3,0,0,3470.4,11,541512,7373,116280079,1.355,1.39,90.58,92.44,65.22,1,134119707,1.29,1.32,75.56,78,59.86,2020,202020,20,20202030,7373
BR,2018,42.65241752,6.351845086,33.3249357,79.98126722,C+,D-,C-,A-,BROADRIDGE FINANCIAL SOLUTNS,-51.9,280.2,0,0,47.6,191.8,3304.7,9.4093,1048.4,76.7,1094.3,1094.3,-654.7,264,-7.2,431.9,427.9,0,0,0.9,431.9,3006,120.4,154.5,116.3,116.8,11.156,1.6,0.01,0,0,427.9,0,340,390,1053.4,0,165.8,170.4,0,170.4,593.8,10,3.56,3.56,3.66,3.66,0,0,-1.6,-9,-449.9,34,1323.9,427.9,427.9,427.9,427.9,2147.7,-64.3,-249.3,321.8,3304.7,2210.4,0,427.9,427.9,8.5,0,693.6,593.8,3.84,3.73,561,0,0,0,0,0,0,0,1675.1,615,4329.9,4329.9,1094.3,1.1,55.1,1094.3,1630.8,1630.8,38.2,0,0,-48.7,177.6,133.1,0,0,3572.5,11,541512,7373,245010418,1.58,1.7,96.25,138.24,87.5101,1,181238518,1.425,1.46,115.1,119.99,71.58,2020,202020,20,20202030,7373
BR,2020,73.9074166,66.38354531,83.82895492,66.49660531,B+,B,A,B,BROADRIDGE FINANCIAL SOLUTNS,-100.4,625.7,0,0,-223.4,151.8,4889.8,11.6985,1178.5,62.7,1346.5,1346.5,-911.9,477.1,203.4,433.3,462.5,0,0,-2.8,433.3,3036.4,117,154.5,115.1,114.7,10.172,1.6,0.01,0,0,462.5,435.2,1621.9,1292.8,1675.9,0,241,247.8,0,247.8,656.9,12,3.95,3.95,4.03,4.03,0,0,-4.3,-9.4,51.2,64.3,1492.6,462.5,462.5,462.5,462.5,3022.4,-39.8,-441.7,399.5,4889.8,3543.3,0,462.5,462.5,17.1,0,598.2,656.9,4.31,4.23,579.5,0,0,0,0,0,0,0,2202.1,711.3,4529,4529,1346.5,-32,60.8,1346.5,2035.7,2035.7,39.4,0,0,-124.2,100.9,117,0,0,3675.4,11,541512,7373,177458075,2.195,2.23,153.2,154.22,81.9,1,189291365,2.105,2.16,126.19,136.99,81.9,2020,202020,20,20202030,7373
BR,2021,77.71460151,69.54928743,83.90832023,75.51612521,A-,B+,A,A-,BROADRIDGE FINANCIAL SOLUTNS,9.2,990.4,0,0,-243.3,248.9,8119.8,15.5823,1245.4,51.9,1809.1,1809.1,-3336,275.2,-202.1,657.2,547.5,0,0,0.3,657.2,3304.3,117.8,154.5,116.1,115.7,9.644,1.6,0.01,0,0,547.5,40.2,4325,2230.7,4150.7,0,261.7,266.3,0,266.3,724,13.704,4.65,4.65,4.73,4.73,0,0,13.7,-48.6,1797.8,-8.4,1689.4,547.5,547.5,547.5,547.5,5959.8,1.9,-2653.7,471.3,8119.8,6310.7,0,547.5,547.5,12.9,0,640.1,724,4.78,4.7,696.2,0,0,0,0,0,0,0,2593,820.4,4993.7,4993.7,1809.1,16.8,58.6,1809.1,2030.9,2030.9,38.4,0,0,-394.8,98,148.7,0,0,4048.6,11,541512,7373,129523835,2.365,2.43,182.82,185.4,137.91,1,130003956,2.265,2.3,161.53,167.535,123.87,2020,202020,20,20202030,7373
TEL,2014,54.34779147,44.0954897,49.64028735,72.82261454,B-,C+,C+,B+,TE CONNECTIVITY LTD,-17,2521,0,0,-107,1391,20152,22.0929,5231,673,9007,9007,3083,2457,1054,1461,1781,0,0,-123,1461,8599,417,419.071,407.687,410,27.211,184,0.44,0,0,1789,667,1322,360,3281,-8,443,473,0,473,2139,83,4.27,4.29,4.34,4.36,0,0,-19,-9,65,139,5313,1789,1789,1789,1789,12294,-3,-1075,3664,20152,11139,0,1781,1781,43,327,2083,2139,3.86,3.79,1996,0,0,0,0,0,0,0,4236,2439,13912,13912,9007,-55,84,9013,644,644,11.384,0,0,2126,283,207,-8,-12,11156,11,334417,3678,453562156,1.12,1.12,63.25,65.21,51.03,1,435798496,1.08,1.08,55.29,65.01,49.22,4520,452030,45,45203020,3678
TEL,2015,64.54046694,47.22099777,71.78024046,75.83168244,B,C+,B+,A-,TE CONNECTIVITY LTD,-373,2458,0,0,-96,1143,20608,24.3278,4359,600,9585,9585,3206,3329,872,2064,2420,0,0,-46,2064,7494,411,414.064,393.993,405,26.317,182,0.44,0,0,1238,500,617,473,3403,1182,502,526,0,526,1992,72,5.89,3.01,5.98,3.06,0,0,-71,0,-1606,303,4739,1238,1238,1238,1238,12988,2944,636,3714,20608,11023,0,2420,2420,46,0,1913,1992,3.65,3.6,1575,0,0,0,0,0,0,0,6300,2120,12233,12233,9585,-327,89,9585,1256,1256,20.071,0,0,2127,350,337,1182,294,9625,11,334417,3678,511088201,1.28,1.28,64.61,73.73,54.32,1,482677895,1.24,1.24,59.89,73.73,51.03,4520,452030,45,45203020,3678
TEL,2016,64.16579554,52.42445029,77.85744089,60.3041415,B,B-,A-,B,TE CONNECTIVITY LTD,-542,2398,0,0,349,1090,17608,23.8825,1801,628,8485,8485,1114,647,-2682,1840,2009,0,0,-88,1840,7620,369,382.835,355.281,366,25.611,168,0.44,0,0,1941,331,352,501,3739,68,509,512,0,512,1926,75,5.44,5.26,5.49,5.3,0,0,7,-5,-3030,842,4618,1941,1941,1941,1941,12224,375,-1581,2111,17608,9123,0,2009,2009,37,330,1922,1926,4.08,4.05,1162,0,0,0,0,0,0,0,8140,2046,12238,12238,8485,-674,91,8485,1624,1624,27.554,0,0,1904,806,-779,68,-97,9727,11,334417,3678,474347276,1.44,1.44,69.28,71.87,51.7,1,548383232,1.4,1.4,64.38,67.99,51.7,4520,452030,45,45203020,3678
TEL,2017,62.60701144,51.00139173,75.70092917,59.36617406,B,B-,A-,B,TE CONNECTIVITY LTD,-160,2585,0,0,410,1436,19403,27.7242,0,702,9751,9751,2259,1218,571,2065,1683,0,0,330,2065,8028,358,357.07,351.714,355,21.658,157,0.44,0,0,1673,710,589,0,3634,10,546,564,0,564,2201,78,4.7,4.67,4.74,4.71,0,0,-4,-30,-814,136,5085,1673,1673,1673,1673,13385,1,-932,1935,19403,9652,0,1683,1683,11,0,2321,2201,4.84,4.8,1928,0,0,0,0,0,0,0,10015,2290,13113,13113,9751,-154,99,9751,421,421,5.356,0,0,1905,323,255,10,-1,10277,11,334417,3678,361394982,1.57,1.57,95.04,97.17,66.2,1,354178271,1.54,1.54,83.06,85.2,60.59,4520,452030,45,45203020,3678
TEL,2018,64.74869492,57.21530381,73.69866153,62.05436359,B,B-,B+,B,TE CONNECTIVITY LTD,-306,3302,0,0,-28,1548,20386,31.4133,0,935,10831,10831,3443,848,-370,2457,2565,0,0,83,2457,8576,353,357.07,344.79,350,20.236,157,0.44,0,0,2584,963,119,708,3037,-19,588,610,0,610,2471,80,7.27,7.32,7.33,7.38,0,0,-5,-36,-1722,130,5412,2584,2584,2584,2584,13868,-29,-1094,1901,20386,9555,0,2565,2565,15,270,2451,2471,5.64,5.59,2240,0,0,0,0,0,0,0,11808,2361,13988,13988,10831,-139,95,10831,1134,1134,12.28,0,0,1937,393,-344,-19,150,10850,11,334417,3678,479643551,1.72,1.72,75.63,108.23,69.84,1,414068435,1.68,1.68,87.93,108.23,82.97,4520,452030,45,45203020,3678
TEL,2019,69.1169393,62.25236225,76.20790227,68.05739143,B+,B,A-,B+,TE CONNECTIVITY LTD,-503,3230,0,0,85,1357,19694,31.5439,0,749,10570,10570,3234,927,79,1647,1844,0,0,-195,1647,8364,340,350.951,335.089,338,19.412,154,0.44,0,0,1946,570,746,691,3395,-102,608,613,0,613,2260,78,5.42,5.72,5.46,5.76,0,0,-8,-33,-1643,169,5084,1946,1946,1946,1946,13965,297,-692,2033,19694,9124,0,1844,1844,21,219,2422,2260,5.57,5.54,1931,0,0,0,0,0,0,0,11753,2320,13448,13448,10570,-282,75,10570,1337,1337,15.862,0,0,2620,338,-15,-102,-32,10498,11,334417,3678,358703128,1.82,1.82,95.84,97.99,72.24,1,428712212,1.8,1.8,93.18,97.99,69.84,4520,452030,45,45203020,3678
TEL,2020,70.75028756,63.94569491,78.0749037,69.31241314,B+,B,A-,B+,TE CONNECTIVITY LTD,-445,2538,0,0,6,1276,19242,28.3768,0,560,9383,9383,2566,945,18,-178,-241,5,0,34,-183,7726,332,338.953,330.658,332,18.23,149,0.44,0,0,-259,810,593,352,3799,18,625,634,0,634,1730,80,-0.73,-0.78,-0.73,-0.78,0,0,-4,-34,-1105,1150,4446,-259,-259,-259,-259,13294,17,-865,2115,19242,9747,112,-241,-241,35,0,1992,1730,4.27,4.24,524,0,0,0,0,0,0,0,9903,2377,12172,12172,9383,-1193,74,9383,669,669,8.295,0,0,2035,257,783,18,1,9731,11,334417,3678,482066891,1.9,1.9,121.07,121.23,48.62,1,463395426,1.88,1.88,97.74,103.2,48.62,4520,452030,45,45203020,3678
