ISIN,Country,Region,Sector,Environment Score final,Environmental Impact Score final,Environmental CSR Score final,Environmental Impact Grade,Environmental CSR Grade,Entity Controversy Score,Controversy Involvement,Product Involvement - Defense (%),Product Involvement - Nuclear Energy (%),Product Involvement - Genetic Engineering (%),Product Involvement - Gambling (%),Product Involvement - Tobacco (%),Product Involvement - Alcohol (%),Product Involvement - Adult Entertainment (%),Coal mining,Crude oil (oil extraction),Crude petroleum & natural gas (oil & gas extraction),Natural gas (gas extraction),Drilling contractors (oil and gas wells),Petroleum refineries,Support activities for oil and gas operations,Lubricating oil & grease,Asphalt,Other fuel products from petroleum & coal,Wholesale of self-generated electric power from Coal,Wholesale of self-generated electric power from Gas,Wholesale of self-generated electric power from Oil,Retail of self-generated electric power from Coal,Retail of self-generated electric power from Gas,Retail of self-generated electric power from Oil,Business Activity Classification - Very negative (%),Business Activity Classification - Negative (%),Business Activity Classification - Medium/Neutral (%),Business Activity Classification - Positive (%),Business Activity Classification - Very positive (%),GHG Total tCO2eq (model or physical),Scope 1 tCO2eq (model or physical),Scope 2 tCO2eq (model),Scope3 upstream tCO2eq (model and/or physical),Scope3 downstream tCO2eq (model or physical),CIU Total tCO2eq/mUSD (model or physical),CIU Scope 1 tCO2eq/mUSD (model or physical),CIU Scope 2 tCO2eq/mUSD (model),CIU Scope 3 upstream tCO2eq/mUSD (model),CIU Scope 3 downstream tCO2eq/mUSD (model or physical)
INE216A01030,India,Asia-Pacific,Nutrition,37,45,29,B-,C-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,1528791.6703468084,74531.31406663722,86293.47436547809,1140805.648763396,227161.233151297,946.80307867,46.158334706,53.442812898,706.5176514,140.68427966599998
US55608B1052,United States,North America,Transportation,28,25,40,C-,C+,0.0004,minimal,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7687861271676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.95,7.0200000000000005,0.0,7.0200000000000005,2274577.833478406,1472221.6232030576,33659.58822439718,181350.11596505065,587346.5060859007,2685.451987577811,1738.1601218454045,39.739773582523235,214.1087555667658,693.4433365831177
BRPSSAACNOR7,Brazil,Latin America,Financial Services,31,29,35,C-,C,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,17.5,0.0,2156511.7221429814,61108.89505860116,54956.61930531119,366172.9639980451,1674273.243781024,504.6562758509388,14.300403324955731,12.860677986213755,85.68999761564999,391.80519692411934
CNE1000001Z5,China,Asia-Pacific,Financial Services,20,18,24,D+,C-,0.26330000000000003,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.82000000000001,4.18,0.0,34284400.44611714,2673883.760463244,1696586.2002104074,8320724.8020820245,21593205.683361463,411.22935359493147,32.072297490849564,20.349956171090717,99.80417441393614,259.00292551905505
CNE000001N05,China,Asia-Pacific,Financial Services,20,18,24,D+,C-,0.26330000000000003,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.82000000000001,4.18,0.0,34284400.44611714,2673883.760463244,1696586.2002104074,8320724.8020820245,21593205.683361463,411.22935359493147,32.072297490849564,20.349956171090717,99.80417441393614,259.00292551905505
MYL1015OO006,Malaysia,Asia-Pacific,Financial Services,45,48,41,B-,C+,0.0028,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.57000000000001,18.43,0.0,394192.4019444097,32159.30681029238,19303.044121606737,98364.46653456701,244365.5844779436,392.3312723721817,32.00747071037833,19.211907240044493,97.90005114598797,243.2118432757709
XS2055744689,Switzerland,Europe,Financial Services,45,47,40,B-,C+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,529131.2530816705,15528.090437145333,10190.309349376626,49010.53544223996,454402.3178529085,1090.4238462,31.999999999999996,21.0,101.0,936.4238462
MYL5099OO006,Malaysia,Asia-Pacific,Transportation,22,18,41,D+,C+,0.1027,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1104996.7262869037,731211.757629549,10146.153546543423,175618.00928530045,188020.8058255107,1482.1445819800003,980.7825843,13.60915028,235.55841820000003,252.19442920000003
CNE000001JQ1,China,Asia-Pacific,Machinery & Industrial Equipment,35,32,39,C,C+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1122713.0568997124,61581.37634981878,118469.77528531557,654177.4314094629,288484.473855115,647.9841147100001,35.54225489000001,68.37591492,377.5644909,166.501454
JP3906000009,Japan,Asia-Pacific,Machinery & Industrial Equipment,42,36,60,C,B+,0.0035,minimal,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,36.59,56.59,5.74,7563062.028845994,462758.5744518536,621921.9870961537,3211607.1781425886,3266774.289155398,840.2938453825429,51.414781543081546,69.09862910971252,356.8255470187374,362.9548877110115
CLP321331116,Chile,Latin America,Financial Services,43,39,53,C+,B,0.0063,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3,0.7000000000000001,0.0,1127921.6920169073,86558.19492628527,56018.92798493863,271059.44854256517,714285.1205631181,418.24071090349264,32.09634253576354,20.77218341512408,100.51060925411458,264.8615756984904
US40416M1053,United States,North America,Retail & distribution,36,33,37,C,C+,0.0009000000000000001,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3685326.933441272,414272.11833826,21415.596637652,269811.35356756,2979827.8648978,599.630155132,67.40516081,3.484477162,43.90031786,484.84019930000005
DE0005089031,Germany,Europe,Communication,52,48,56,B-,B,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,96.88,0.0,1787640.1170257612,177702.33507890356,114979.6600615701,489590.7722283601,1005367.3496569274,291.7186589596836,28.99861464816022,18.763123472865182,79.89458401231154,164.06233682634664
US2575592033,Canada,North America,Resources,62,62,62,B+,B+,0.0014,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3484933.2077745283,619913.1379533391,594819.5882102628,1125619.5171255157,1144580.9644854108,954.2533427641096,169.7462042588552,162.87502415396025,308.22002111870637,313.41209323258784
INE774D01024,India,Asia-Pacific,Financial Services,46,31,76,C,A,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.73,19.27,0.0,961292.240737449,29825.0068179575,19460.25652993653,93943.26933965208,818063.7080499029,1031.3658915617807,31.999108537525707,20.878817050080308,100.79128867657386,877.6966772976008
KR7097950000,Korea (Republic of),Asia-Pacific,Nutrition,56,47,70,B-,A-,0.0011,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.74,8.47,75.79,0.0,20959315.8974764,5870509.869543472,527915.2458037925,7345512.608381425,7215378.173747711,1018.1362561778301,285.170516522042,25.644427259507474,356.8214126542644,350.4998997420161
JP3551500006,Japan,Asia-Pacific,Transportation,43,32,64,C,B+,0.0296,low,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.41,32.59,0.0,43692983.62084402,1202906.1079895636,2428506.467569235,16503059.852956736,23558511.19232849,921.68258723396,25.37472889085201,51.22818216231441,348.12415271393263,496.95552346686105
JP3651210001,Japan,Asia-Pacific,Machinery & Industrial Equipment,45,37,68,C+,A-,0.0,minimal,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5600000000000005,57.550000000000004,36.89,0.0,2136962.886294394,82464.92626288766,142030.8778142682,918774.2187986874,993692.8634185502,816.3805243663068,31.50394430156261,54.25982980326096,350.99784995226383,379.6189003092192
FR0004125920,France,Europe,Financial Services,54,49,64,B-,B+,0.0018000000000000002,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2209667.3984923526,169179.3854527237,109801.13545791831,530273.0924154836,1400413.785166227,419.25890041,32.09983691,20.833498900000002,100.61320259999998,265.71236200000004
US2120151012,United States,North America,Energy,3,1,14,D-,D,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,49588296.4708083,3772848.6181809395,183718.0526417642,370029.32281473494,45261700.47717086,19172.190851163286,1458.6864019999998,71.03042086,143.0634505,17499.410577803286
ES0458759026,Spain,Europe,Financial Services,33,31,38,C,C+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,507974.536816161,39821.23305533253,25108.134659772968,123671.64554407282,319373.5235569827,409.02994065499996,32.0647501261,20.217507149499998,99.5825620604,257.165121319
QA0007227752,Qatar,Middle East & North Africa,Financial Services,27,28,25,C-,C-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,500990.3463224452,38357.464551637066,24894.836624368378,120227.00809903206,317511.0370474077,419.258892024822,32.099836268003266,20.833498483330025,100.61320058773595,265.71235668575275
US8243481061,United States,North America,Chemistry,29,22,45,C-,B-,0.2369,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,18155537.562902305,3581450.0712545393,2359987.8092941954,6741664.505612129,5472435.176741443,988.7721487064,195.050026482,128.5277403124,367.15905965200005,298.03532226000004
US920355AJ33,United States,North America,Chemistry,29,22,45,C-,B-,0.2369,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,18155537.562902305,3581450.0712545393,2359987.8092941954,6741664.505612129,5472435.176741443,988.7721487064,195.050026482,128.5277403124,367.15905965200005,298.03532226000004
JP3621000003,Japan,Asia-Pacific,Chemistry,47,29,85,C-,A+,0.0636,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.44,5.21,2.17,18614838.476379737,3996870.2785493266,2403926.1710159695,7262929.544471426,4951112.482343016,967.6999120496776,207.7789190561039,124.96907492470989,377.56633184468507,257.3855862241788
KR7028050003,Korea (Republic of),Asia-Pacific,Infrastructure,42,34,61,C,B+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3450273.4027818353,470807.3715717245,122437.01388257882,2185762.060436811,671266.9568907213,604.2517643237001,82.45322956129999,21.442585273800002,382.7959199830001,117.5600295056
CNE000000750,China,Asia-Pacific,Energy,31,36,2,C,D-,0.0,minimal,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2985887322442,19.2985887322442,0.0,0.0,0.0,0.0,19.3,16.65,30.18,0.0,33.87,10261111.57649014,6499937.866200136,1423306.8535203603,993669.9082864209,1344196.948483223,4154.677438637995,2631.795298583794,576.290475792933,402.33242944846813,544.2592348128
FR0000133308,France,Europe,Communication,64,56,80,B,A+,0.7071000000000001,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,92.0,0.0,14363173.943014417,1333603.3487566547,769486.0924397691,3297506.313213621,8962578.188604372,297.61446267478004,27.633143317500007,15.94426070768,68.32651149860001,185.710547151
JP3134800006,Japan,Asia-Pacific,Machinery & Industrial Equipment,50,32,76,C,A,0.0,minimal,34.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,24.61,51.97,9.040000000000001,3.83,9960577.770805791,901801.5117061494,722287.959831019,4291876.977608682,4044611.3216599417,857.2153042770025,77.60976070287842,62.1606805859088,369.36237173545595,348.0824912527593
FR0000131104,France,Europe,Financial Services,49,42,62,C+,B+,0.2851,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.65,2.35,0.0,22476086.956869047,1757874.4719983125,1111533.3598958545,5464277.843718298,14142401.281256583,410.0216284567893,32.068151142789965,20.277227045042174,99.6824805012158,257.99376976774136
TRAOTOSN91H6,Turkey,Europe,Transportation,31,18,68,D+,A-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,38.0,0.0,0.0,7443753.655317679,146370.84374623268,320579.51019859617,2424949.19040193,4551854.110970921,1047.38075859,20.59525509,45.1074587,341.2048867,640.4731581
US8581191009,United States,North America,Resources,31,30,33,C,C,0.0047,minimal,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,15538274.141209798,4914380.75396448,1270844.4849109892,5325829.154867527,4027219.747466801,1618.320394831735,511.8356472432568,132.3592008932568,554.6882403016042,419.4373063936173
CNE100002GC4,China,Asia-Pacific,Health,22,39,6,C+,D-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.65,2.35,260079.3665887409,101769.53830525461,16312.135377524119,103368.71951802977,38628.973387932405,601.93863141,235.53970239999998,37.75349261,239.24091470000002,89.4045217
JP3240400006,Japan,Asia-Pacific,Nutrition,59,51,71,B,A-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,97.10000000000001,0.0,2684268.698951083,219533.92006385117,139048.05616533128,1207629.7215787729,1118057.0011431274,663.7607513248565,54.28592144289217,34.383533312677166,298.6203324691681,276.47096410011915
DE000BHY1273,Germany,Europe,Financial Services,41,38,48,C+,B-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,157240.47145523992,15079.953624717693,9885.387454953852,47563.334159273254,84711.79621629514,333.770973276391,32.009893837781,20.983499740990002,100.96166837766,179.81591131995998
AU000000WPL2,Australia,Asia-Pacific,Energy,17,11,50,D,B-,0.0211,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8913358446827,0.0,75.1086641553173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.89,0.0,75.11,0.0,0.0,42898178.16452716,4897239.280358557,238470.01429440337,480306.08115056105,37282162.78872364,11916.160601257545,1360.3442445440435,66.24167063733427,133.41835587515584,10356.15633020101
JP3143000002,Japan,Asia-Pacific,Nutrition,64,58,70,B,A-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3375969.903679993,190488.9793443205,232888.32032367657,2243440.9164851285,709151.6875268677,757.0194898065955,42.71479724977005,52.22232498019809,503.0638739277686,159.01849364885888
CH0111677362,Switzerland,Europe,Nutrition,55,46,69,B-,A-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,38.87,50.93,6.48,820430.4280629607,60961.924539087406,26354.910905455225,666827.8538547532,66285.73876366485,1281.548717343367,95.22522998605207,41.16753975876784,1041.6146836655457,103.5412639330012
GB00B8C3BL03,United Kingdom,Europe,Software,61,50,68,B-,A-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,96.92,1.54,695614.3629361175,81700.53775601836,54241.45411757738,230355.7439685295,329316.62709399214,286.6327798797913,33.665279934468536,22.35057182088572,94.91970087604531,135.69722724839173
CNE100002R32,China,Asia-Pacific,Infrastructure,41,33,61,C,B+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3858443.313220676,593199.8295437823,122558.28845024435,2883732.5296240915,258952.66560255774,662.3958289630522,101.83720763372062,21.04011708455788,495.06296825017546,44.455535994598144
FR0000120966,France,Europe,Household & Personal Products,61,47,76,B-,A,0.0028,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.86,40.14,0.0,1094422.113607271,172273.56626020675,61609.36066626066,230452.62308594718,630086.5635948565,588.8305424970641,92.68812848138663,33.14760622337861,123.99013267769573,339.0046751146032
ID1000116908,Indonesia,Asia-Pacific,Communication,40,57,6,B,D-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,99.86,127495.13578392428,10515.645277260097,6752.105813746092,30622.65315006298,79604.73154285512,348.20488125469234,28.71951931790095,18.440830613955274,83.63422838258423,217.41030294025188
ID1000106800,Indonesia,Asia-Pacific,Housing,41,25,62,C-,B+,0.006,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.22,6.5200000000000005,3.2600000000000002,15130963.605242841,10929140.637792952,511452.2396607934,2349038.1970939767,1341332.5306951173,6259.702971165153,4521.402331505798,211.58858006270103,971.8007236918211,554.9113359048321
US12508E1010,United States,North America,Software,32,48,22,B-,D+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.84,24.16,623765.1063445137,65256.25681883678,43100.88586845172,188710.96471097184,326696.9989462534,318.2312669478668,33.292309993794596,21.98912599788364,96.27619239374106,166.67363856244754
CH0116306868,Switzerland,Europe,Financial Services,55,49,67,B-,A-,0.0291,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1105506.697480682,84641.2196791522,54934.00985258388,265298.0514438896,700633.4165050563,419.25890041,32.09983691,20.8334989,100.61320260000001,265.712362
CH0009236461,Switzerland,Europe,Financial Services,60,54,73,B,A,0.0028,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,250112.38425088587,19149.424700998417,12428.39705268407,60021.64286743717,158512.9196297662,419.25890040999997,32.09983691,20.8334989,100.61320259999998,265.712362
CH0419041139,Switzerland,Europe,Financial Services,60,54,73,B,A,0.0028,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,125201.16518441429,9585.811963518214,6221.402418881123,30045.611878810065,79348.3389232049,419.2589004099999,32.09983691,20.8334989,100.61320259999998,265.7123619999999
JP3639650005,Japan,Asia-Pacific,Retail & distribution,33,43,18,C+,D+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.650000000000002,71.35000000000001,0.0,9057732.925134096,1508919.7076177152,217525.64506798208,920112.4995655693,6411175.07288283,582.2211643114154,96.99170822136163,13.9823105169771,59.143824975013985,412.1033205980627
KR7011210002,Korea (Republic of),Asia-Pacific,Transportation,25,25,26,C-,C-,0.0,minimal,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.0,96.82000000000001,0.0,0.0,5715461.924306421,129576.64154601541,281094.1109740356,1933844.0861951187,3370947.0855912506,1021.1326918296813,23.150350143604367,50.22068032256555,345.5033807359264,602.2582806275849
IE0002424939,United Kingdom,Europe,Diversified Companies,32,26,43,C-,C+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4,30.85,23.45,5.3,18908303.084242642,2461921.3634636262,148691.67967547814,2496635.7614045786,13801054.279698959,1007.9744184983576,131.2414838957152,7.92653939852146,133.09205847779984,735.7143367263212
SG1Q52922370,Singapore,Asia-Pacific,Housing,48,40,65,C+,B+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,61725.07813306683,4396.754264653367,7009.664730567834,15737.34480017043,34581.314337675205,269.79092357999997,19.217543819999996,30.63817785,68.78553931,151.1496626
INE129A01019,India,Asia-Pacific,Energy,34,18,65,D+,B+,0.08600000000000001,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327306946443903,0.0,0.0,3.79799387876187,0.0,0.0,0.0,0.0,0.0,0.163653473221952,0.0,0.0,0.0,0.0,0.0,16.65,82.86,0.0,0.49,77031332.7664227,3350.40654,3355464.6821533907,3893061.4857222824,69779456.19200704,7545.494160557813,0.3281842865126208,328.6797496016136,381.3392765289704,6835.146950140717
FR0000120222,France,Europe,Financial Services,65,62,72,B+,A-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21,88.79,0.0,10837111.355214141,1253748.7006141513,477462.062545261,3407878.597984907,5698021.994069822,273.13090391000003,31.598597140000006,12.033616750000002,85.88976632000002,143.60892370000002
KYG2118M1096,China,Asia-Pacific,Housing,57,61,46,B+,B-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,353568.8652968852,27068.31730867658,17594.13494721112,84854.8234554831,224051.5895855144,419.0034390783876,32.07781893600021,20.85026079516524,100.55880576583695,265.5165535813852
GB00B1VZ0M25,United Kingdom,Europe,Financial Services,35,36,32,C,C,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,291100.9126968485,22287.640913008774,14465.168273179344,69858.01631777202,184490.0871928884,419.2589004099999,32.09983691,20.8334989,100.6132026,265.712362
MU0117U00026,Singapore,Asia-Pacific,Nutrition,3,0,10,D-,D,0.43420000000000003,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5931205.53039524,871159.666260054,187706.29946438246,2915244.222149114,1957095.342521689,837.9908710614296,123.0818665483339,26.52010027064323,411.8805245504187,276.5083796920337
